stop_name,parent_station,stop_id,stop_lat,stop_lon,location_type
Oberndorf (Neckar) Bahnhof,,39398,48.29559,8.575291,1
Oberndorf(Neckar),39398,125478,48.29567,8.575514,
Oberndorf(Neckar),39398,291670,48.2955,8.575479,
Oberndorf(Neckar),39398,417364,48.295506,8.575614,
Oberstdorf,,376338,47.411034,10.278092,1
Oberstdorf,376338,292803,47.411537,10.278299,
Oberstdorf,376338,618295,47.411446,10.278416,
Oberstdorf Busbahnhof,376338,310511,47.41078,10.277203,
Odense st,,467167,55.401775,10.386005,1
Odense st,467167,216122,55.401775,10.386005,
Offenburg,151902,640844,48.476475,7.946723,
Offenburg Bahnhof,,151902,48.476387,7.946587,1
Oldenburg(Oldb)Hbf,418883,150420,53.14432,8.222713,
"Oldenburg, Hauptbahnhof",,418883,53.144222,8.222684,1
Olten,,146174,47.351936,7.9077,1
Olten,146174,120875,47.351936,7.9077,
Opoczno Poludnie,,175732,51.358517,20.231709,1
Opoczno Poludnie,175732,592491,51.358517,20.231709,
Opole Glowne,,444583,50.661514,17.925863,1
Opole Glowne,444583,401529,50.661514,17.925863,
Osnabrück Hbf,,620913,52.27313,8.060825,1
Osnabrück Hbf,620913,154395,52.273598,8.059918,
Osnabrück Hbf,620913,263411,52.272747,8.061333,
Osnabrück Hbf,620913,474703,52.272697,8.061522,
Osnabrück Hbf,620913,603400,52.27285,8.061781,
Ostbahnhof,,65697,48.12815,11.604545,1
Ostbahnhof,65697,265164,48.128296,11.604329,
Ostrava hl.n.,,217793,49.852085,18.267262,1
Ostrava hl.n.,217793,293141,49.852085,18.267262,
Ostseebad Binz,188297,300536,54.405552,13.599532,
Ostseebad Binz,188297,398674,54.4056,13.599694,
Ostseebad Binz,188297,520759,54.40565,13.599874,
Oswiecim,,267103,50.041504,19.199724,1
Oswiecim,267103,123074,50.041504,19.199724,
Padborg st,,104849,54.82425,9.358803,1
Padborg st,104849,581609,54.82425,9.358803,
Paderborn Hbf,,215337,51.71298,8.740509,1
Paderborn Hbf,215337,408300,51.712894,8.740338,
Paderborn Hbf,215337,541033,51.71298,8.740505,
Paderborn Hbf,215337,665349,51.712795,8.740401,
Padova,,659108,45.417824,11.88062,1
Padova,659108,7267,45.417824,11.88062,
Papenburg(Ems),241378,505015,53.089706,7.386708,
"Papenburg, Bahnhof",,241378,53.090424,7.388122,1
Pardubice hl.n.,,412239,50.03174,15.756211,1
Pardubice hl.n.,412239,111106,50.03174,15.756211,
Paris Est,,109857,48.876976,2.35912,1
Paris Est,109857,186047,48.876976,2.35912,
Pasewalk,,473039,53.515038,13.989293,1
Pasewalk,473039,395397,53.515354,13.988875,
Pasewalk,473039,510243,53.51519,13.988988,
Pasing,,272180,48.149143,11.460697,1
Pasing,272180,328252,48.14933,11.458901,
Pasing,272180,473942,48.149197,11.459296,
Passau Hbf,,73609,48.57363,13.45078,1
"Passau, Hbf",73609,173894,48.574352,13.452756,
"Passau, Hbf",73609,187666,48.574203,13.451643,
Peine,570320,20873,52.31896,10.232197,
Peine,570320,319805,52.318916,10.231892,
"Peine, Bahnhof",,570320,52.318928,10.232422,1
Pforzheim Hauptbahnhof,,473291,48.89365,8.703453,1
Pforzheim Hbf,473291,299818,48.89414,8.702699,
Pforzheim Hbf,473291,542967,48.89421,8.702699,
Plattling,,330730,48.77962,12.863938,1
"Plattling, Bahnhof",330730,165774,48.778957,12.864414,
"Plattling, Bahnhof",330730,657724,48.778976,12.864647,
"Plett., Bahnhof",,565326,51.231934,7.86891,1
Plettenberg,565326,256621,51.23197,7.868424,
Plettenberg,565326,614309,51.231853,7.869044,
Plochingen,,176475,48.71294,9.411299,1
Plochingen,176475,641479,48.71296,9.411353,
Potsdam Hbf,643587,320895,52.391422,13.066721,
Potsdam Hbf,643587,73933,52.391666,13.066749,
Poznan Glowny,,239184,52.401993,16.91087,1
Poznan Glowny,239184,172571,52.401993,16.91087,
Pragersko,,635049,46.39538,15.662046,1
Pragersko,635049,302959,46.39538,15.662046,
Praha hl.n.,,200292,50.08306,14.436039,1
Praha hl.n.,200292,369784,50.08306,14.436039,
Praha-Holesovice,,327144,50.110214,14.440013,1
Praha-Holesovice,327144,167587,50.110214,14.440013,
Prenzlau,522921,30174,53.321636,13.866409,
Prenzlau,522921,492165,53.32162,13.86654,
"Prenzlau, Bahnhof",,522921,53.321613,13.866558,1
Prien am Chiemsee,,323817,47.8547,12.34685,1
Prien am Chiemsee,323817,563472,47.854458,12.346733,
Prien am Chiemsee,323817,595037,47.85454,12.346697,
Przemysl Glowny,,661455,49.78366,22.776363,1
Przemysl Glowny,661455,157084,49.78366,22.776363,
Przemysl Zasanie,,84443,49.79363,22.774115,1
Przemysl Zasanie,84443,615624,49.79363,22.774115,
Przeworsk,,469707,50.067215,22.503357,1
Przeworsk,469707,226411,50.067215,22.503357,
Pörtschach am Wörther See,,646399,46.6362,14.146231,1
Pörtschach am Wörther See,646399,583708,46.6362,14.146231,
RV Bahnhof,,619225,47.784554,9.606673,1
Radolfzell,544296,253500,47.735676,8.969058,
Radolfzell,544296,666259,47.735714,8.969103,
Radolfzell Bahnhof,,544296,47.735924,8.969031,1
Radstadt,,211345,47.38424,13.467809,1
Radstadt,211345,206110,47.38424,13.467809,
Rankweil,,335273,47.273018,9.637252,1
Rankweil,335273,590321,47.273018,9.637252,
Rathenow,343599,375371,52.59958,12.354209,
"Rathenow, Bahnhof",,343599,52.600105,12.354617,1
Ravensburg,619225,322883,47.78441,9.605964,
Ravensburg,619225,611462,47.784374,9.606126,
Recklinghausen Hbf,,327506,51.61598,7.201371,1
Recklinghausen Hbf,327506,123880,51.61667,7.203509,
Regensburg Hbf,,287528,49.01167,12.099624,1
Regensburg Hbf,287528,483050,49.011482,12.099741,
Regensburg Hbf,287528,66568,49.012466,12.100397,
Remagen,263533,610252,50.577003,7.23027,
Remagen Bf,,263533,50.57721,7.229767,1
Rendsburg,,464260,54.302097,9.671307,1
Rendsburg,464260,560464,54.302155,9.671009,
Rheine,653895,14980,52.275837,7.434987,
Rheine,653895,21487,52.275906,7.435158,
Rheine,653895,345820,52.27575,7.434754,
"Rheine, Bahnhof",,653895,52.2763,7.43426,1
Rheinfelden(CH),,273076,47.551136,7.792434,1
Rheinfelden(CH),273076,451700,47.551136,7.792434,
Rheydt Hbf,456722,206617,51.162872,6.439456,
Ribnitz-Damgarten West,,418286,54.23918,12.436968,1
Ribnitz-Damgarten West,418286,362997,54.239265,12.437355,
Ribnitz-Damgarten West,418286,469220,54.2392,12.437373,
Riesa,470346,381270,51.30983,13.288293,
Riesa,470346,504973,51.309734,13.288329,
Riesa,470346,588443,51.309654,13.287734,
Riesa Busbf/Bahnhof,,470346,51.3094,13.288383,1
Ringsheim/Europa-Park,,438757,48.248672,7.773023,1
Ringsheim/Europa-Park,438757,561714,48.248688,7.772987,
Ringsted st,,154119,55.438038,11.786155,1
Ringsted st,154119,239799,55.438038,11.786155,
Roedekro st,,337814,55.069687,9.332754,1
Roedekro st,337814,529972,55.069687,9.332754,
Rosenheim,,115475,47.851257,12.118983,1
Rosenheim,115475,142475,47.851257,12.11795,
Rosenheim,115475,157369,47.850994,12.118372,
Rosenheim,115475,45259,47.85108,12.118516,
Rosenheim,115475,468963,47.851177,12.117824,
Rosenheim,115475,592791,47.851078,12.118103,
Rosenheim,115475,6082,47.851154,12.118264,
Rostock Hauptbahnhof,,281256,54.07818,12.130724,1
Rostock Hbf,281256,174034,54.077587,12.132206,
Rostock Hbf,281256,243146,54.078526,12.1304,
Rostock Hbf,281256,396368,54.07861,12.130176,
Rostock Hbf,281256,516691,54.078552,12.130059,
Rostock Hbf,281256,669211,54.078262,12.131398,
Rotterdam Centraal,,297363,51.9248,4.468769,1
Rotterdam Centraal,297363,152623,51.9248,4.468769,
Rottweil,263405,312737,48.165302,8.639295,
Rottweil,263405,32059,48.16566,8.639871,
Rottweil,263405,343459,48.165527,8.63988,
Rottweil,263405,516528,48.165474,8.63988,
Rottweil Bahnhof,,263405,48.165253,8.640661,1
Rovereto,,255959,45.891174,11.034067,1
Rovereto,255959,268873,45.89096,11.033601,
Rudolstadt (Thüringen),,26324,50.718,11.339156,1
Rudolstadt(Thür),26324,12050,50.71793,11.338899,
Rzepin,,640876,52.350224,14.815073,1
Rzepin,640876,568072,52.350224,14.815073,
Rzeszow Glowny,,494434,50.043114,22.006798,1
Rzeszow Glowny,494434,487048,50.043114,22.006798,
S Bernau Bhf,,72021,52.675686,13.592695,1
S Charlottenburg Bhf (Berlin),,409720,52.50473,13.303862,1
S Königs Wusterhausen Bhf,,96925,52.296963,13.631305,1
S Königs Wusterhausen Bhf,96925,359723,52.296642,13.631479,
S Ostbahnhof (Berlin),,195151,52.51033,13.435086,1
S Ostkreuz Bhf (Berlin),,326704,52.503113,13.469221,1
S Potsdam Hauptbahnhof,,643587,52.391445,13.067157,1
S Spandau Bhf (Berlin),,483088,52.534798,13.197477,1
S Südkreuz Bhf (Berlin),,97797,52.475502,13.365552,1
S Wannsee Bhf (Berlin),,257812,52.421726,13.178932,1
S+U Berlin Hauptbahnhof,,194006,52.525604,13.369075,1
S+U Gesundbrunnen Bhf (Berlin),,409515,52.548637,13.388372,1
S+U Lichtenberg Bhf (Berlin),,348438,52.510674,13.498359,1
S+U Zoologischer Garten Bhf (Berlin),,340,52.50692,13.332707,1
Saalfeld (Saale),,16884,50.65049,11.374546,1
Saalfeld(Saale),16884,117453,50.650272,11.374583,
Saalfelden,,613968,47.426857,12.829765,1
Saalfelden,613968,650741,47.426857,12.829765,
Saarbrücken Hbf,,528362,49.24107,6.99102,1
Saarbrücken Hbf,528362,373550,49.24148,6.991045,
Saarbrücken Hbf,528362,539373,49.241085,6.990951,
Saarbrücken Hbf,528362,618248,49.241337,6.991009,
Saarbrücken Hbf,528362,64557,49.241283,6.991011,
Salzburg Hbf,,520959,47.81305,13.04582,1
Salzburg Hbf,520959,384157,47.81305,13.04582,
Salzburg Süd,,347696,47.770226,13.078491,1
Salzburg Süd,347696,208186,47.770226,13.078491,
Salzwedel,,379335,52.858112,11.162035,1
Salzwedel,379335,244403,52.858112,11.162035,
Sargans,,196374,47.044823,9.44626,1
Sargans,196374,593583,47.044823,9.44626,
Schaffhausen,,157814,47.69828,8.632756,1
Schaffhausen,157814,462807,47.69828,8.632756,
Schladming,,238215,47.393826,13.678151,1
Schladming,238215,473051,47.393826,13.678151,
Schleswig,,258039,54.499516,9.538149,1
Schleswig,258039,528455,54.49946,9.53814,
Schorndorf,,98363,48.80694,9.52569,1
Schorndorf,98363,292850,48.80708,9.52578,
Schorndorf,98363,66236,48.806984,9.525861,
Schwarzach-St.Veit,,168475,47.318535,13.154464,1
Schwarzach-St.Veit,168475,546638,47.318535,13.154464,
Schwerin Hauptbahnhof,,306547,53.6347,11.407499,1
Schwerin Hbf,306547,163437,53.63563,11.407544,
Schwerin Hbf,306547,314720,53.635628,11.407445,
Schwerin Hbf,306547,402451,53.63474,11.407455,
Schwäbisch Gmünd,411759,240210,48.80097,9.787504,
Schwäbisch Gmünd,411759,40345,48.801086,9.788097,
Schärding,,286145,48.46372,13.442511,1
Schärding,286145,219761,48.46372,13.442511,
Schöna(Gr),,22227,50.860054,14.222133,1
Schöna(Gr),22227,468104,50.860054,14.222133,
Seefeld in Tirol,,511994,47.32873,11.189483,1
Seefeld in Tirol,511994,72445,47.32873,11.189483,
Selzthal,,582046,47.550243,14.312841,1
Selzthal,582046,632127,47.550243,14.312841,
Semmering,,671526,47.639553,15.830923,1
Semmering,671526,300690,47.639553,15.830923,
Sevnica,,596390,46.009678,15.301231,1
Sevnica,596390,2097,46.009678,15.301231,
Siegburg Bf,,550338,50.793907,7.203024,1
Siegburg/Bonn,550338,347781,50.79388,7.202485,
Siegburg/Bonn,550338,38525,50.79396,7.20262,
Siegen Hbf,,646981,50.87594,8.016512,1
Siegen Hbf,646981,100366,50.876507,8.01715,
Siegen Hbf,646981,222103,50.876408,8.017311,
Siegen Hbf,646981,572734,50.87594,8.016508,
Siegen-Weidenau,578573,351016,50.8958,8.029959,
Siegen-Weidenau,578573,403085,50.895786,8.02978,
Siegen-Weidenau Bf,,578573,50.895966,8.029843,1
Singen (Htw) Bahnhof,,658146,47.75903,8.841408,1
Singen(Hohentwiel),658146,168003,47.75876,8.841471,
Singen(Hohentwiel),658146,366096,47.75892,8.841381,
Singen(Hohentwiel),658146,39488,47.7586,8.840231,
Singen(Hohentwiel),658146,537004,47.75903,8.841219,
Sissach,,255110,47.46264,7.811977,1
Sissach,255110,354852,47.46264,7.811977,
Skawina,,338722,49.977108,19.821957,1
Skawina,338722,16476,49.977108,19.821957,
Soest,353411,68852,51.5783,8.105409,
Soest,353411,93214,51.57819,8.105337,
"Soest, Bahnhof",,353411,51.57842,8.104592,1
Solingen Hbf,,257433,51.16073,7.003688,1
Solingen Hbf,257433,105100,51.161087,7.003985,
Solingen Hbf,257433,153761,51.161083,7.004119,
Solingen Hbf,257433,82714,51.160767,7.004187,
Sonthofen,,142762,47.51324,10.272343,1
Sonthofen,142762,320584,47.513405,10.272181,
Sopot,,152069,54.440166,18.562323,1
Sopot,152069,435260,54.440166,18.562323,
Spaichingen,611076,476514,48.06899,8.740147,
Spaichingen,611076,539920,48.068832,8.741704,
Spaichingen,611076,77559,48.068996,8.741704,
Spaichingen Bahnhof,,611076,48.06909,8.74094,1
Spiez,,632865,46.686398,7.680103,1
Spiez,632865,405503,46.686398,7.680103,
Spittal-Millstättersee,,152146,46.7957,13.487416,1
Spittal-Millstättersee,152146,148838,46.7957,13.487416,
St Georgen(Schwarzw),57478,193880,48.123898,8.342187,
St Georgen(Schwarzw),57478,333315,48.123955,8.342187,
St. Anton am Arlberg,,127582,47.12733,10.267088,1
St. Anton am Arlberg,127582,74950,47.12733,10.267088,
St. Gallen(CH),,629153,47.42318,9.369897,1
St. Gallen(CH),629153,197229,47.42318,9.369897,
St. Georgen (Schwarzw) Bahnhof,,57478,48.123844,8.342133,1
St. Johann im Pongau,,481877,47.348377,13.194961,1
St. Johann im Pongau,481877,383945,47.348377,13.194961,
St. Johann in Tirol,,386638,47.51962,12.430775,1
St. Johann in Tirol,386638,190690,47.51962,12.430775,
St. Margrethen SG,,385397,47.453217,9.638262,1
St. Margrethen SG,385397,420464,47.453217,9.638262,
St. Valentin,,390287,48.179146,14.521846,1
St. Valentin,390287,622080,48.179146,14.521846,
St.Michael in Obersteiermark,,425166,47.346622,15.009187,1
St.Michael in Obersteiermark,425166,340494,47.346622,15.009187,
St.Pölten Hbf,,676486,48.208275,15.624683,1
St.Pölten Hbf,676486,41905,48.208275,15.624683,
Stadt Rottenmann,,324299,47.52723,14.367174,1
Stadt Rottenmann,324299,42966,47.52723,14.367174,
Stadtroda,,407938,50.86817,11.723213,1
Stadtroda,407938,20019,50.868217,11.722792,
Stainach-Irdning,,172173,47.529194,14.106753,1
Stainach-Irdning,172173,277517,47.529194,14.106753,
Stein-Säckingen,,220440,47.541477,7.948573,1
Stein-Säckingen,220440,605663,47.541477,7.948573,
Steinach (b Rothenburg o.d.T.),,487368,49.45322,10.273538,1
Steinach(bei Rothenburg ob der Tauber),487368,578707,49.453743,10.273295,
Steinach(bei Rothenburg ob der Tauber),487368,601522,49.453003,10.274113,
Stendal Hbf,,654503,52.594723,11.854412,1
Stendal Hbf,654503,138466,52.594723,11.855409,
Stendal Hbf,654503,195748,52.594585,11.855459,
Stendal Hbf,654503,262529,52.594784,11.855384,
Stendal Hbf,654503,510271,52.59494,11.85532,
Stendal Hbf,654503,516898,52.594658,11.855434,
Stendal Hbf,654503,9984,52.594837,11.855358,
Stralsund Hauptbahnhof,,470994,54.309105,13.077773,1
Stralsund Hbf,470994,210688,54.30812,13.078464,
Stralsund Hbf,470994,329960,54.308624,13.077321,
Stralsund Hbf,470994,412628,54.308174,13.078698,
Stralsund Hbf,470994,469671,54.308075,13.078294,
Stralsund Hbf,470994,550571,54.30815,13.07859,
Stralsund Hbf,470994,649226,54.30801,13.078087,
Stralsund Hbf,470994,663668,54.308037,13.078177,
Strasbourg,,261868,48.58534,7.734067,1
Strasbourg,261868,393805,48.58534,7.734067,
Straubing,,609256,48.877007,12.574114,1
Straubing,609256,586580,48.876938,12.574492,
Sturovo,,41662,47.800125,18.67992,1
Sturovo,41662,589346,47.800125,18.67992,
Stuttgart Hbf,206091,147648,48.784084,9.181635,
Stuttgart Hbf,206091,62746,48.784748,9.183217,
Stuttgart-Vaihingen,329745,174869,48.72628,9.113226,
Sulz (Neckar) Bahnhof,,234975,48.367237,8.637724,1
Sulz(Neckar),234975,468457,48.366486,8.636748,
Sulz(Neckar),234975,651160,48.367573,8.637867,
Swiebodzin,,673283,52.245144,15.53954,1
Swiebodzin,673283,364308,52.245144,15.53954,
Szob,,98460,47.821,18.862057,1
Szob,98460,448771,47.821,18.862057,
Szob(Gr),,12529,47.824898,18.844774,1
Szob(Gr),12529,610349,47.824898,18.844774,
Tarnow,,187226,50.0054,20.97418,1
Tarnow,187226,617548,50.0054,20.97418,
Tatabanya,,97995,47.58493,18.393612,1
Tatabanya,97995,620941,47.58493,18.393612,
Tczew,,110069,54.09732,18.790155,1
Tczew,110069,109050,54.09732,18.790155,
Telfs-Pfaffenhofen,,61938,47.30071,11.078869,1
Telfs-Pfaffenhofen,61938,485137,47.30071,11.078869,
Thun,,232989,46.754692,7.629414,1
Thun,232989,386359,46.754692,7.629414,
Tinglev st,,379851,54.936172,9.258234,1
Tinglev st,379851,455247,54.936172,9.258234,
Traunstein,,245217,47.86973,12.638802,1
Traunstein,245217,3645,47.868744,12.638541,
Traunstein Bahnhof,245217,309396,47.86896,12.638703,
Trento,,564156,46.07229,11.1189,1
Trento,564156,640234,46.07229,11.1189,
Treuchtlingen,,521872,48.96127,10.908162,1
Treuchtlingen,521872,117087,48.961014,10.908198,
Treuchtlingen,521872,214920,48.96105,10.907919,
Treuchtlingen,521872,568848,48.961037,10.907991,
Treysa,,321465,50.91066,9.185673,1
Treysa,321465,150401,50.91066,9.185673,
Tullnerfeld,,124359,48.295235,15.996536,1
Tullnerfeld,124359,23765,48.295235,15.996536,
Tuttlingen,158445,503420,47.980232,8.798486,
Tuttlingen,158445,537107,47.98054,8.798271,
Tuttlingen,158445,642456,47.98058,8.798542,
Tuttlingen Bahnhof,,158445,47.980335,8.79942,1
Tutzing,,670843,47.9074,11.273731,1
Tutzing,670843,245707,47.907097,11.272716,
Tutzing,670843,307157,47.907143,11.27289,
Tutzing,670843,535120,47.90803,11.274117,
Uelzen,,161900,52.96979,10.553017,1
Uelzen,161900,464725,52.969837,10.55279,
Ulm Hauptbahnhof,,178296,48.399364,9.984146,1
Ulm Hbf,178296,171668,48.399353,9.982645,
Ulm Hbf,178296,188026,48.399345,9.982816,
Ulm Hbf,178296,355541,48.399345,9.982933,
Ulm Hbf,178296,494219,48.3994,9.982608,
Usti nad Labem hl.n.,,461455,50.65956,14.044728,1
Usti nad Labem hl.n.,461455,316619,50.65956,14.044728,
Usti nad Labem-Strekov,,511737,50.64979,14.048374,1
Usti nad Labem-Strekov,511737,301026,50.64979,14.048374,
Utrecht Centraal,,627570,52.089397,5.109861,1
Utrecht Centraal,627570,149396,52.089397,5.109861,
Vac,,405517,47.782726,19.13306,1
Vac,405517,42106,47.782726,19.13306,
Vaihingen,,329745,48.72698,9.113912,1
Vaihingen (E),,246760,48.94815,8.957578,1
Vaihingen(Enz),246760,192831,48.948746,8.956868,
Vaihingen(Enz),246760,28143,48.948555,8.956527,
Vaihingen(Enz),246760,498690,48.948116,8.957632,
Vamdrup st,,671291,55.428093,9.286454,1
Vamdrup st,671291,623121,55.428093,9.286454,
Velden am Wörther See,,143086,46.62005,14.044838,1
Velden am Wörther See,143086,223318,46.62005,14.044838,
Velgast,,620908,54.277256,12.803149,1
Velgast,620908,329521,54.277435,12.803131,
Venezia Mestre,,541665,45.481907,12.231898,1
Venezia Mestre,541665,92469,45.481907,12.231898,
Venezia Santa Lucia,,127848,45.441395,12.320459,1
Venezia Santa Lucia,127848,241942,45.441395,12.320459,
Venlo,,305208,51.364407,6.171838,1
Venlo,305208,648334,51.364407,6.171838,
Venlo(Gr),,47431,51.340893,6.192712,1
Venlo(Gr),47431,212588,51.340893,6.192712,
Verden(Aller),,430596,52.920864,9.237906,1
Verden(Aller),430596,251545,52.92083,9.237933,
Verona Porta Nuova,,566292,45.428658,10.982739,1
Verona Porta Nuova,566292,565845,45.428658,10.982739,
Vicenza,,327292,45.5411,11.540777,1
Vicenza,327292,133562,45.5411,11.540777,
Villach Hbf,,141877,46.618626,13.848536,1
Villach Hbf,141877,168031,46.618626,13.848536,
Villingen Busbahnhof,,665873,48.057804,8.465427,1
Villingen(Schwarzw),665873,111476,48.05771,8.465588,
Villingen(Schwarzw),665873,95843,48.057617,8.465553,
Visp,,606297,46.29403,7.881465,1
Visp,606297,652704,46.29403,7.881465,
Vojens st,,197531,55.248478,9.304915,1
Vojens st,197531,261607,55.248478,9.304915,
Vöcklabruck,,57726,48.010067,13.663703,1
Vöcklabruck,57726,470430,48.010067,13.663703,
Wabern(Bz Kassel),,10802,51.103134,9.35804,1
Wabern(Bz Kassel),10802,314338,51.103134,9.35804,
Wanne-Eickel Hbf,57963,133105,51.531303,7.166328,
Wanne-Eickel Hbf,57963,307710,51.531445,7.166122,
Wanne-Eickel Hbf,57963,420064,51.531357,7.166247,
Warburg(Westf),14732,372063,51.49288,9.164163,
Warburg(Westf),14732,612714,51.492992,9.164235,
"Warburg, Bahnhof",,14732,51.492954,9.163849,1
Warszawa Centralna,,126752,52.22886,21.003235,1
Warszawa Centralna,126752,440471,52.22886,21.003235,
Warszawa Wschodnia,,302913,52.25155,21.052336,1
Warszawa Wschodnia,302913,500658,52.25155,21.052336,
Warszawa Zachodnia,,298585,52.21997,20.965246,1
Warszawa Zachodnia,298585,261384,52.21997,20.965246,
Weil am Rhein,601228,31385,47.59364,7.608497,
Weil am Rhein,601228,379135,47.59368,7.608245,
Weil am Rhein Bahnhof,,601228,47.593693,7.608739,1
Weilheim,,309534,47.845108,11.143502,1
Weilheim(Oberbay),309534,57238,47.845417,11.143017,
Weilheim(Oberbay),309534,634294,47.845955,11.14423,
Weimar,,223542,50.991486,11.326463,1
Weimar,223542,254574,50.991486,11.326458,
Weinheim(Bergstr)Hbf,441615,190922,49.553547,8.665607,
Weinheim(Bergstr)Hbf,441615,208844,49.55361,8.665401,
"Weinheim, Hauptbahnhof",,441615,49.55333,8.665697,1
Weißenfels,,613436,51.204617,11.970926,1
Weißenfels,613436,82338,51.204617,11.970926,
Wels Hbf,,653456,48.166077,14.026569,1
Wels Hbf,653456,373827,48.166077,14.026569,
Werdohl,604905,124161,51.25952,7.757734,
Werdohl,604905,671663,51.259476,7.757887,
"Werdohl, Bahnhof",,604905,51.259487,7.757545,1
Werfen,,217847,47.4726,13.195183,1
Werfen,217847,490264,47.4726,13.195183,
Westerland(Sylt),544626,347820,54.906853,8.31098,
Westerland(Sylt) ZOB/Bahnhof,,544626,54.906895,8.310884,1
Westerstede-Ocholt,,260086,53.20229,7.886531,1
Westerstede-Ocholt,260086,626029,53.202248,7.886519,
Wetzlar,477143,623420,50.56566,8.504213,
Wetzlar Bahnhof,,477143,50.56566,8.504213,1
Wien Hauptbahnhof,,265530,48.185104,16.377113,1
Wien Hbf,265530,161705,48.1851,16.377113,
Wien Hütteldorf,,74760,48.197258,16.26125,1
Wien Hütteldorf,74760,234089,48.197258,16.26125,
Wien Meidling,,195142,48.17445,16.333088,1
Wien Meidling,195142,632176,48.17445,16.333088,
Wiener Neustadt Hbf,,73576,47.81056,16.233187,1
Wiener Neustadt Hbf,73576,173995,47.81056,16.233187,
Wiesbaden Hauptbahnhof,,285687,50.069477,8.244631,1
Wiesbaden Hbf,285687,462795,50.06972,8.243677,
Wiesbaden Hbf,285687,68413,50.069477,8.244631,
Wiesloch-Walldorf,615271,314241,49.29135,8.664146,
Wiesloch-Walldorf,615271,328169,49.291042,8.664242,
Wiesloch-Walldorf,615271,448686,49.29107,8.664053,
"Wiesloch-Walldorf, Bf",,615271,49.291016,8.664449,1
Winterthur,,328383,47.500336,8.723821,1
Winterthur,328383,645225,47.500336,8.723821,
Witten Hbf,,416806,51.43542,7.330217,1
Witten Hbf,416806,254703,51.435375,7.329327,
Witten Hbf,416806,489413,51.435436,7.32948,
Wittenberge,386469,552156,53.003883,11.762578,
Wittenberge,386469,6687,53.004498,11.762504,
Wittenberge,386469,76437,53.00387,11.762465,
"Wittenberge, Bahnhof",,386469,53.002373,11.763205,1
Wloszczowa Polnoc,,153297,50.85811,19.947002,1
Wloszczowa Polnoc,153297,291068,50.85811,19.947002,
Wolfsburg Hbf,509847,341356,52.429382,10.787698,
Wolfsburg Hbf,509847,590849,52.429665,10.787913,
"Wolfsburg, Hauptbahnhof",,509847,52.42946,10.78776,1
Worms Hbf,605350,257673,49.63501,8.356596,
Worms Hbf,605350,646393,49.634727,8.356596,
"Worms, Hauptbahnhof",,605350,49.635113,8.356955,1
Wroclaw Glowny,,584175,51.09808,17.037088,1
Wroclaw Glowny,584175,289579,51.09808,17.037088,
Wuppertal Hbf,,652462,51.25508,7.149323,1
Wuppertal Hbf,652462,254867,51.254417,7.150114,
Wuppertal Hbf,652462,397963,51.254364,7.149543,
Wuppertal Hbf,652462,488795,51.254597,7.150042,
Wörgl Hbf,,224986,47.4918,12.060581,1
Wörgl Hbf,224986,468725,47.4918,12.060581,
Würzburg Hbf,,285638,49.801796,9.93578,1
Würzburg Hbf,285638,192365,49.80213,9.935987,
Würzburg Hbf,285638,253963,49.801796,9.93578,
Würzburg Hbf,285638,33733,49.80226,9.936041,
Würzburg Hbf,285638,378977,49.801895,9.935897,
Würzburg Hbf,285638,410442,49.802,9.935924,
Zabrze,,549891,50.30528,18.786947,1
Zabrze,549891,216805,50.30528,18.786947,
Zagreb Glavni kolodvor,,616371,45.80444,15.978705,1
Zagreb Glavni kolodvor,616371,632225,45.80444,15.978705,
Zapresic,,461120,45.844494,15.813187,1
Zapresic,461120,768,45.844494,15.813187,
Zbaszynek,,234621,52.242508,15.818092,1
Zbaszynek,234621,671687,52.242508,15.818092,
Zebrzydowice,,102562,49.87049,18.623697,1
Zebrzydowice,102562,586038,49.87049,18.623697,
Zebrzydowice(Gr),,468169,49.884163,18.57093,1
Zebrzydowice(Gr),468169,205225,49.884163,18.57093,
Zell am See,,522557,47.32052,12.796571,1
Zell am See,522557,646261,47.32052,12.796571,
Zidani Most,,134586,46.085587,15.170324,1
Zidani Most,134586,16420,46.085587,15.170324,
Zielona Gora Glowna,,260533,51.947437,15.513709,1
Zielona Gora Glowna,260533,92692,51.947437,15.513709,
Zürich Flughafen,,428815,47.450386,8.562402,1
Zürich Flughafen,428815,531498,47.450386,8.562402,
Zürich HB,,630770,47.378178,8.540212,1
Zürich HB,630770,117105,47.378178,8.540212,
Züssow,326985,12800,53.972515,13.550179,
Züssow,326985,183110,53.97388,13.548191,
Züssow,326985,581784,53.97243,13.549999,
Züssow Bahnhof,,326985,53.97299,13.549442,1
Ötztal,,663286,47.238483,10.859114,1
Ötztal,663286,393297,47.238483,10.859114,
Übersee,,285048,47.822044,12.487337,1
Übersee,285048,524200,47.82184,12.486681,
Übersee,285048,87843,47.8221,12.487651,
